SEQKEY;Response;Picture Option;Marketing Segment;CHANNEL;Zip3 (not in original)
UD07777162;N;D;55;Direct Mail;117
UD07790199;N;D;55;Direct Mail;331
UD07792195;N;D;55;Email;300
UD07798390;N;D;45;Direct Mail;721
UD07800956;N;D;7;Email;900
UD07810559;N;D;44;Direct Mail;112
UD07810674;N;D;44;Direct Mail;117
UD07826407;N;D;23;Direct Mail;117
UD07831159;N;D;39;Direct Mail;117
UD07835689;N;D;23;Email;29
UD07837990;Y;D;45;Web;117
UD07842537;N;D;45;Direct Mail;207
UD07857147;N;D;8;Email;191
UD07858020;N;D;8;Direct Mail;300
UD07862097;N;D;23;Web;782
UD07886724;N;D;45;Direct Mail;891
UD07887276;N;D;30;Direct Mail;700
UD07899768;N;D;27;Web;600
UD07913650;N;D;55;Direct Mail;30
UD07916711;N;D;27;Direct Mail;117
UD07922255;N;D;27;Web;301
UD07933203;N;D;55;Direct Mail;982
UD07940323;N;D;44;Direct Mail;752
UD07961758;Y;D;23;Web;480
UD07963846;N;D;45;Email;152
UD07965965;N;D;45;Email;331
UD07972946;N;D;23;Direct Mail;21
UD07983539;N;D;55;Web;208
UD07987290;N;D;55;Email;800
UD07990450;N;D;55;Direct Mail;32
UD07996804;N;D;45;Email;871
UD07997794;N;D;45;Email;201
UD08004335;Y;D;45;Web;800
UD08005241;N;D;45;Email;38
UD08009243;N;D;55;Email;945
UD08011074;N;D;7;Direct Mail;117
UD08015778;N;D;55;Email;782
UD08019416;N;D;44;Web;480
UD08020448;N;D;55;Email;301
UD08022592;N;D;39;Email;701
UD08022824;N;D;39;Email;112
UD08030181;N;D;30;Email;191
UD08033235;N;D;27;Web;18
UD08038135;N;D;44;Email;191
UD08044281;N;D;27;Web;970
UD08046880;N;D;55;Direct Mail;660
UD08048050;N;D;27;Web;441
UD08055865;N;D;45;Email;945
UD08059636;N;D;45;Direct Mail;441
UD08069346;N;D;39;Email;32
UD08069726;N;D;8;Email;331
UD08072787;N;D;23;Direct Mail;112
UD08076101;N;D;8;Web;463
UD08091456;N;D;23;Web;191
UD08092140;N;D;39;Direct Mail;481
UD08092488;N;D;7;Web;531
UD08097743;N;D;39;Direct Mail;402
UD08097826;N;D;39;Direct Mail;117
UD08112096;N;D;23;Email;234
UD08117798;N;D;27;Direct Mail;967
UD08124760;N;D;45;Web;441
UD08126617;N;D;45;Direct Mail;980
UD08134405;N;D;7;Email;210
UD08134876;N;D;27;Direct Mail;601
UD08135113;N;D;45;Email;801
UD08143992;N;D;27;Direct Mail;972
UD08177198;Y;D;44;Direct Mail;117
UD08182206;N;D;39;Direct Mail;112
UD08182420;N;D;39;Direct Mail;770
UD08184533;N;D;55;Direct Mail;801
UD08210197;N;D;45;Email;750
UD08216897;N;D;45;Direct Mail;112
UD08222580;N;D;55;Direct Mail;900
UD08224131;N;D;39;Direct Mail;295
UD08241986;N;D;45;Email;201
UD08242422;N;D;7;Direct Mail;981
UD08242489;N;D;22;Email;917
UD08250573;Y;D;44;Web;604
UD08256786;N;D;27;Direct Mail;550
UD08269961;Y;D;27;Email;152
UD08280299;N;D;22;Email;60
UD08291056;N;D;45;Email;945
UD08292245;N;D;30;Email;331
UD08294670;N;D;23;Email;100
UD08310112;N;D;8;Direct Mail;21
UD08313082;N;D;7;Web;199
UD08332587;N;D;45;Web;662
UD08354607;N;D;27;Direct Mail;801
UD08357204;N;D;55;Direct Mail;857
UD08362535;N;D;45;Web;500
UD08378663;N;D;44;Web;191
UD08395444;N;D;44;Direct Mail;104
UD08396111;N;D;27;Direct Mail;945
UD08401960;N;D;45;Direct Mail;117
UD08405979;N;D;45;Email;21
UD08406993;N;D;55;Direct Mail;481
UD08431132;N;D;44;Direct Mail;926
UD08431736;N;D;30;Email;481
UD08435919;N;D;45;Email;750
UD08445835;N;D;39;Web;301
UD08467458;N;D;23;Web;970
UD08467672;N;D;23;Email;801
UD08469082;N;D;55;Direct Mail;681
UD08473761;N;D;30;Direct Mail;441
UD08477085;N;D;27;Direct Mail;395
UD08480691;N;D;23;Direct Mail;672
UD08484354;N;D;23;Email;917
UD08492605;N;D;8;Web;32
UD08493223;N;D;45;Email;331
UD08494445;N;D;22;Direct Mail;152
UD08506172;N;D;30;Direct Mail;60
UD08510901;N;D;27;Direct Mail;672
UD08511677;N;D;41;Email;117
UD08533325;N;D;27;Email;301
UD08546954;N;D;45;Email;770
UD08547051;N;D;55;Email;331
UD08551152;N;D;30;Email;200
UD08560336;N;D;30;Direct Mail;191
UD08569576;N;D;45;Email;441
UD08571416;N;D;45;Email;481
UD08572125;N;D;45;Direct Mail;441
UD08572133;N;D;45;Email;801
UD08572554;N;D;41;Direct Mail;191
UD08573115;N;D;45;Direct Mail;32
UD08573461;N;D;30;Email;100
UD08575532;N;D;30;Direct Mail;331
UD08580904;N;D;30;Email;750
UD08589368;N;D;44;Web;452
UD08591034;N;D;44;Direct Mail;463
UD08598591;N;D;45;Email;770
UD08600447;N;D;45;Web;600
UD08611048;Y;D;45;Direct Mail;945
UD08612897;N;D;45;Web;283
UD08630139;N;D;22;Email;432
UD08631152;Y;D;23;Direct Mail;381
UD08633679;N;D;8;Email;265
UD08641383;N;D;22;Email;32
UD08643280;N;D;7;Direct Mail;802
UD08644924;N;D;22;Email;30
UD08669996;N;D;44;Direct Mail;201
UD08672503;N;D;23;Email;32
UD08677585;N;D;45;Direct Mail;117
UD08681926;N;D;23;Web;117
UD08689812;N;D;45;Email;720
UD08691388;N;D;27;Email;853
UD08696981;N;D;23;Email;201
UD08700858;N;D;45;Web;750
UD08705600;N;D;45;Web;331
UD08708406;Y;D;45;Web;980
UD08711574;N;D;55;Email;191
UD08716433;N;D;55;Direct Mail;331
UD08721458;N;D;23;Email;945
UD08722027;N;D;55;Email;801
UD08741852;N;D;23;Email;441
UD08747511;Y;D;23;Direct Mail;782
UD08754277;N;D;8;Web;331
UD08760423;N;D;8;Direct Mail;480
UD08772824;N;D;7;Direct Mail;381
UD08776007;N;D;27;Direct Mail;604
UD08778144;N;D;45;Direct Mail;117
UD08778334;N;D;8;Web;275
UD08799314;N;D;39;Direct Mail;117
UD08814709;N;D;23;Direct Mail;782
UD08818288;N;D;7;Direct Mail;770
UD08820540;N;D;23;Web;191
UD08823452;N;D;30;Email;38
UD08833428;N;D;7;Direct Mail;60
UD08854564;N;D;46;Web;112
UD08874786;N;D;27;Direct Mail;503
UD08891129;N;D;55;Direct Mail;601
UD08900946;N;D;55;Direct Mail;531
UD08901050;N;D;55;Email;112
UD08904021;N;D;27;Web;30
UD08907883;N;D;27;Direct Mail;100
UD08920217;N;D;29;Direct Mail;28
UD08920910;N;D;23;Web;551
UD08922130;N;D;44;Direct Mail;480
UD08937526;N;D;29;Email;750
UD08952160;N;D;27;Email;900
UD08953911;N;D;27;Direct Mail;782
UD08986044;N;D;27;Direct Mail;871
UD09008590;N;D;23;Direct Mail;331
UD09009697;N;D;29;Email;255
UD09010570;N;D;27;Email;38
UD09011404;N;D;20;Direct Mail;370
UD09016999;N;D;29;Direct Mail;275
UD09021858;Y;D;23;Direct Mail;265
UD09030156;N;D;27;Email;926
UD09035346;N;D;46;Web;286
UD09038035;N;D;20;Direct Mail;117
UD09038720;N;D;23;Direct Mail;112
UD09046384;N;D;27;Web;112
UD09049222;N;D;21;Email;532
UD09061508;N;D;45;Direct Mail;770
UD09064957;N;D;23;Direct Mail;452
UD09067539;N;D;44;Email;601
UD09077801;N;D;39;Direct Mail;700
UD09100140;N;D;20;Email;38
UD09101130;N;D;44;Email;463
UD09104597;N;D;23;Direct Mail;331
UD09109265;N;D;28;Email;112
UD09118035;Y;D;44;Web;802
UD09120577;N;D;19;Email;117
UD09130147;N;D;27;Email;32
UD09140989;N;D;45;Web;900
UD09144635;N;D;45;Web;100
UD09148776;N;D;19;Direct Mail;386
UD09153529;Y;D;20;Direct Mail;112
UD09169954;Y;D;23;Web;900
UD09171570;N;D;27;Email;152
UD09172347;N;D;18;Web;18
UD09173683;N;D;27;Email;295
UD09178120;N;D;27;Email;752
UD09183492;N;D;18;Direct Mail;275
UD09183518;N;D;18;Email;900
UD09185117;N;D;23;Direct Mail;112
UD09197013;N;D;23;Web;917
UD09197112;N;D;23;Direct Mail;117
UD09201039;Y;D;23;Email;553
UD09204108;Y;D;23;Direct Mail;18
UD09219619;N;D;18;Direct Mail;782
UD09221193;N;D;23;Email;917
UD09223165;Y;D;23;Direct Mail;100
UD09224676;Y;D;20;Web;117
UD09224817;N;D;20;Email;402
UD09233750;N;D;45;Web;701
UD09248568;Y;D;45;Email;631
UD09253741;N;D;18;Direct Mail;410
UD09264946;N;D;18;Direct Mail;481
UD09272303;Y;D;20;Direct Mail;750
UD09272915;N;D;20;Web;21
UD09273939;N;D;29;Web;750
UD09282500;N;D;45;Email;606
UD09310145;Y;D;29;Email;917
UD09320201;N;D;23;Direct Mail;117
UD09330242;N;D;45;Direct Mail;112
UD09342759;N;D;20;Email;32
UD09344821;Y;D;20;Direct Mail;462
UD09357179;N;D;19;Web;112
UD09368325;N;D;29;Web;462
UD09369489;N;D;45;Web;750
UD09376559;N;D;18;Direct Mail;234
UD09389933;N;D;18;Email;191
UD09392440;N;D;45;Direct Mail;112
UD09404724;N;D;19;Direct Mail;117
UD09413683;N;D;27;Email;809
UD09419979;N;D;19;Direct Mail;191
UD09421165;N;D;27;Email;32
UD09423559;N;D;23;Direct Mail;112
UD09427238;N;D;23;Email;117
UD09434325;N;D;45;Web;117
UD09453796;N;D;27;Email;104
UD09455536;Y;D;23;Direct Mail;191
UD09457193;N;D;23;Web;441
UD09469883;Y;D;44;Direct Mail;900
UD09494410;N;D;45;Email;503
UD09496324;N;D;45;Direct Mail;331
UD09515420;Y;D;45;Web;117
UD09518846;Y;D;45;Direct Mail;50
UD09524059;N;D;19;Direct Mail;112
UD09532532;Y;D;45;Direct Mail;727
UD09537234;N;D;19;Email;482
UD09539982;N;D;45;Email;482
UD09542192;N;D;20;Direct Mail;117
UD09549619;N;D;20;Direct Mail;601
UD09565474;N;D;19;Email;64
UD09566522;Y;D;45;Email;900
UD09571290;N;D;19;Email;117
UD09572009;N;D;45;Direct Mail;112
UD09572744;N;D;21;Direct Mail;208
UD09593781;N;D;19;Direct Mail;191
UD09612086;N;D;19;Direct Mail;331
UD09621699;N;D;23;Email;112
UD09624941;N;D;45;Direct Mail;117
UD09625021;N;D;45;Email;402
UD09626995;N;D;45;Email;968
UD09642117;N;D;45;Web;945
UD09655184;N;D;45;Direct Mail;917
UD09661893;N;D;19;Direct Mail;117
UD09666348;N;D;44;Web;481
UD09673690;Y;D;27;Direct Mail;853
UD09675513;N;D;27;Email;917
UD09690140;N;D;27;Direct Mail;945
UD09697772;N;D;23;Email;331
UD09704040;N;D;23;Email;42
UD09720319;N;D;20;Direct Mail;64
UD09727967;N;D;20;Direct Mail;40
UD09755745;N;D;45;Direct Mail;331
UD09759747;N;D;27;Direct Mail;21
UD09760943;N;D;45;Email;152
UD09766908;N;D;45;Email;331
UD09775347;N;D;20;Web;740
UD09801812;N;D;19;Direct Mail;770
UD09837907;Y;D;19;Direct Mail;275
UD09849456;N;D;27;Web;191
UD09852575;N;D;28;Email;740
UD09853227;N;D;19;Direct Mail;731
UD09864208;N;D;23;Email;301
UD09866872;N;D;45;Email;117
UD09872276;N;D;27;Email;275
UD09880485;N;D;45;Direct Mail;601
UD09883968;N;D;45;Direct Mail;750
UD09886847;N;D;23;Direct Mail;945
UD09894247;Y;D;23;Web;809
UD09900051;N;D;27;Email;452
UD09912791;N;D;45;Direct Mail;207
UD09914672;N;D;45;Direct Mail;900
UD09931197;N;D;44;Direct Mail;530
UD09954108;Y;D;44;Direct Mail;900
UD09955055;N;D;20;Web;945
UD09976036;N;D;27;Direct Mail;917
UD09988874;N;D;19;Web;900
UD09989401;Y;D;27;Email;64
UD09990763;N;D;23;Direct Mail;917
UD09995945;N;D;45;Email;770
UD09999988;Y;D;23;Email;432
UD10000578;N;D;27;Web;32
UD10003556;N;D;45;Direct Mail;201
UD10017663;N;D;27;Direct Mail;402
UD10019891;Y;D;27;Direct Mail;201
UD10033637;N;D;45;Email;900
UD10035616;N;D;45;Direct Mail;117
UD10061406;N;D;23;Email;331
UD10091957;N;D;27;Web;550
UD10098614;N;D;28;Direct Mail;117
UD10104768;N;D;27;Direct Mail;117
UD10105310;N;D;45;Email;900
UD10106243;N;D;27;Direct Mail;21
UD10115624;Y;D;23;Web;301
UD10120897;N;D;19;Direct Mail;210
UD10125482;N;D;27;Direct Mail;481
UD10130110;N;D;45;Web;553
UD10135267;N;D;20;Web;871
UD10135762;N;D;45;Direct Mail;917
UD10140812;N;D;20;Email;100
UD10141018;Y;D;45;Direct Mail;967
UD10168441;N;D;27;Web;945
UD10173946;N;D;20;Direct Mail;112
UD10174761;N;D;28;Direct Mail;381
UD10177103;N;D;44;Web;370
UD10181196;Y;D;45;Email;945
UD10181808;N;D;27;Web;480
UD10181832;N;D;27;Direct Mail;331
UD10183440;N;D;19;Direct Mail;117
UD10185197;N;D;19;Web;462
UD10192326;N;D;44;Email;331
UD10196541;N;D;20;Web;701
UD10198141;N;D;45;Email;38
UD10205714;N;D;45;Web;294
UD10221703;N;D;27;Direct Mail;582
UD10232379;N;D;45;Email;117
UD10250686;N;D;45;Direct Mail;752
UD10259539;N;D;27;Direct Mail;462
UD10264208;N;D;23;Email;49
UD10267425;N;D;44;Email;191
UD10268498;N;D;27;Direct Mail;301
UD10278083;N;D;19;Email;600
UD10279156;N;D;26;Email;60
UD10283588;Y;D;19;Direct Mail;331
UD10284214;Y;D;44;Email;482
UD10287316;N;D;45;Direct Mail;331
UD10289346;N;D;44;Email;900
UD10293892;N;D;26;Direct Mail;604
UD10301984;Y;D;19;Web;570
UD10339984;N;D;27;Web;481
UD10340172;N;D;45;Email;117
UD10340222;N;D;45;Email;152
UD10340636;N;D;45;Direct Mail;880
UD10341519;N;D;1;Web;32
UD10365047;N;D;44;Email;331
UD10367027;Y;D;44;Web;38
UD10389989;N;D;1;Email;452
UD10438919;N;D;45;Direct Mail;604
UD10448397;N;D;45;Direct Mail;604
UD10453934;N;D;45;Email;112
UD10483618;N;D;27;Direct Mail;191
UD10489565;N;D;45;Web;402
UD10507754;N;D;19;Direct Mail;112
UD10530202;N;D;21;Email;38
UD10545622;N;D;27;Direct Mail;104
UD10551810;N;D;45;Web;117
UD10554061;N;D;45;Email;191
UD10555464;N;D;19;Email;265
UD10559409;Y;D;45;Web;980
UD10563443;N;D;45;Direct Mail;286
UD10564573;Y;D;20;Web;100
UD10573046;N;D;45;Email;917
UD10585263;N;D;42;Direct Mail;802
UD10641876;N;D;42;Email;972
UD10664175;N;D;40;Direct Mail;112
UD10687200;N;D;22;Email;117
UD10696425;N;D;42;Direct Mail;900
UD10696649;N;D;41;Email;850
UD10701027;N;D;45;Direct Mail;191
UD10704997;N;D;45;Email;980
UD10713196;N;D;20;Direct Mail;720
UD10720613;N;D;23;Web;104
UD10722254;N;D;1;Email;117
UD10741460;N;D;23;Email;21
UD10761310;Y;D;1;Web;54
UD10764124;N;D;19;Direct Mail;370
UD10775989;N;D;8;Direct Mail;917
UD10776789;N;D;45;Direct Mail;721
UD10783009;Y;D;42;Web;770
UD10788065;N;D;45;Web;300
UD10792067;Y;D;45;Email;331
UD10811438;N;D;42;Web;551
UD10817963;N;D;39;Direct Mail;117
UD10824019;N;D;45;Email;462
UD10826691;N;D;42;Web;701
UD10833499;N;D;45;Email;630
UD10843936;N;D;27;Web;331
UD10852143;N;D;1;Email;841
UD10860385;N;D;26;Email;917
UD10897056;N;D;7;Web;481
UD10907152;N;D;45;Email;481
UD10911642;Y;D;27;Email;852
UD10915858;N;D;41;Web;463
UD10925337;N;D;39;Web;967
UD10939767;N;D;27;Email;801
UD10943470;N;D;21;Email;701
UD10948685;N;D;45;Direct Mail;210
UD10960672;N;D;27;Direct Mail;352
UD10979482;N;D;28;Email;945
UD10982510;N;D;45;Direct Mail;117
UD11005113;N;D;45;Email;503
UD11041001;N;D;45;Direct Mail;601
UD11056462;N;D;1;Web;117
UD11057023;Y;D;19;Direct Mail;117
UD11062205;N;D;21;Email;296
UD11063252;N;D;1;Email;481
UD11077427;N;D;23;Direct Mail;32
UD11088895;N;D;19;Direct Mail;112
UD11124005;N;D;45;Direct Mail;801
UD11131703;N;D;45;Email;945
UD11132594;N;D;27;Web;100
UD11154309;N;D;45;Web;945
UD11166279;N;D;20;Email;601
UD11178944;Y;D;45;Web;631
UD11195286;Y;D;30;Email;604
UD11205150;Y;D;45;Direct Mail;117
UD11219383;N;D;20;Email;395
UD11227782;N;D;45;Web;750
UD11234242;N;D;27;Email;64
UD11258704;N;D;21;Direct Mail;631
UD11258845;N;D;42;Email;303
UD11269750;N;D;42;Direct Mail;462
UD11319423;N;D;42;Email;782
UD11328440;Y;D;42;Web;331
UD11328796;N;D;42;Email;601
UD11335676;N;D;21;Email;112
UD11340064;N;D;42;Email;21
UD11369402;N;D;45;Direct Mail;100
UD11383478;N;D;19;Direct Mail;117
UD11388162;N;D;1;Web;331
UD11400009;N;D;40;Web;21
UD11417433;N;D;23;Direct Mail;152
UD11421260;Y;D;23;Direct Mail;857
UD11425071;N;D;23;Email;112
UD11468626;N;D;20;Direct Mail;331
UD11470283;N;D;19;Email;117
UD11470754;Y;D;20;Direct Mail;597
UD11472743;N;D;7;Web;967
UD11491602;N;D;7;Web;100
UD11497476;N;D;7;Direct Mail;38
UD11517018;N;D;1;Email;152
UD11522018;N;D;39;Direct Mail;482
UD11533387;N;D;30;Web;331
UD11540010;N;D;27;Direct Mail;900
UD11552221;N;D;39;Email;462
UD11566320;N;D;23;Email;553
UD11572849;Y;D;27;Direct Mail;973
UD11589082;N;D;19;Web;100
UD11601465;N;D;8;Email;750
UD11609658;N;D;26;Email;352
UD11644408;N;D;42;Direct Mail;64
UD11648276;N;D;42;Direct Mail;551
UD11668787;N;D;42;Email;331
UD11678133;N;D;42;Email;117
UD11678653;N;D;39;Email;117
UD11688561;Y;D;1;Web;945
UD11709342;Y;D;1;Direct Mail;381
UD11722105;N;D;7;Direct Mail;18
UD11727203;N;D;42;Direct Mail;18
UD11746252;N;D;39;Email;331
UD11759669;N;D;23;Web;452
UD11762986;N;D;44;Web;32
UD11781713;Y;D;44;Web;463
UD11801099;Y;D;41;Direct Mail;660
UD11807161;N;D;23;Direct Mail;900
UD11809001;N;D;21;Direct Mail;553
UD11835618;N;D;27;Direct Mail;530
UD11867793;N;D;44;Direct Mail;112
UD11886256;N;D;27;Direct Mail;21
UD11927738;N;D;27;Email;594
UD11930088;N;D;45;Direct Mail;481
UD11933504;N;D;27;Email;31
UD11934627;N;D;45;Direct Mail;900
UD11937216;N;D;27;Direct Mail;191
UD11948023;N;D;45;Email;331
UD11954534;N;D;45;Direct Mail;32
UD11955598;N;D;45;Web;917
UD11964806;N;D;45;Direct Mail;152
UD11972593;N;D;44;Email;28
UD11989340;N;D;26;Direct Mail;117
UD11994134;N;D;23;Direct Mail;32
UD11994191;N;D;44;Web;117
UD11999992;N;D;44;Direct Mail;117
UD12101200;N;D;1;Email;432
UD12112686;N;D;1;Direct Mail;982
UD12152872;N;D;45;Email;60
UD12157236;N;D;26;Email;301
UD12160347;N;D;27;Web;100
UD12183992;Y;D;45;Direct Mail;730
UD12188009;N;D;45;Web;117
UD12202099;Y;D;44;Web;301
UD12204111;N;D;44;Web;871
UD12219713;N;D;26;Email;191
UD12239125;N;D;44;Web;220
UD12240701;N;D;26;Direct Mail;601
UD12244158;N;D;22;Direct Mail;480
UD12247128;N;D;27;Direct Mail;531
UD12250247;N;D;44;Direct Mail;32
UD12257820;N;D;44;Direct Mail;381
UD12268389;N;D;44;Direct Mail;917
UD12268553;N;D;7;Email;40
UD12271243;N;D;20;Email;331
UD12280400;N;D;45;Email;917
UD12293502;N;D;45;Direct Mail;117
UD12319273;N;D;8;Email;370
UD12327730;N;D;42;Email;331
UD12346623;N;D;28;Web;631
UD12347969;N;D;26;Email;64
UD12357125;N;D;22;Direct Mail;462
UD12372934;Y;D;44;Web;441
UD12374534;Y;D;44;Direct Mail;452
UD12383493;N;D;22;Email;782
UD12394789;N;D;7;Email;770
UD12417408;N;D;7;Direct Mail;917
UD12418661;N;D;29;Direct Mail;727
UD12420576;N;D;29;Email;331
UD12462370;N;D;44;Direct Mail;631
UD12465159;Y;D;44;Web;782
UD12469698;N;D;20;Direct Mail;117
UD12483541;N;D;22;Email;220
UD12507307;N;D;23;Direct Mail;112
UD12508644;N;D;45;Email;530
UD12512869;Y;D;27;Web;503
UD12515201;N;D;44;Direct Mail;117
UD12523379;N;D;26;Email;662
UD12527552;N;D;45;Direct Mail;432
UD12534970;N;D;44;Direct Mail;891
UD12541116;N;D;27;Email;945
UD12570057;Y;D;45;Web;331
UD12579371;N;D;44;Direct Mail;331
UD12583027;N;D;45;Web;917
UD12596771;N;D;26;Email;441
UD12599544;N;D;27;Direct Mail;945
UD12599718;N;D;20;Web;530
UD12617841;Y;D;44;Direct Mail;38
UD12626032;N;D;27;Email;604
UD12674362;Y;D;44;Web;191
UD12679478;N;D;22;Email;481
UD12684858;Y;D;44;Direct Mail;234
UD12691895;N;D;27;Web;900
UD12725875;N;D;20;Email;38
UD12735346;N;D;20;Direct Mail;100
UD12736385;N;D;1;Email;296
UD12740981;N;D;20;Direct Mail;32
UD12763926;Y;D;23;Email;917
UD12774865;N;D;20;Web;117
UD12782306;N;D;1;Email;117
UD12797221;Y;D;1;Direct Mail;750
UD12807616;N;D;44;Web;550
UD12808085;N;D;22;Web;100
UD12826434;N;D;44;Web;750
UD12828513;N;D;44;Direct Mail;18
UD12835872;N;D;45;Web;945
UD12837514;Y;D;45;Email;945
UD12858585;N;D;44;Direct Mail;601
UD12860201;N;D;45;Direct Mail;630
UD12892006;Y;D;27;Direct Mail;112
UD12907119;N;D;28;Direct Mail;38
UD12954137;N;D;19;Email;117
UD12971289;N;D;27;Direct Mail;60
UD12973764;N;D;44;Direct Mail;900
UD13023114;N;D;22;Email;782
UD13064019;N;D;44;Web;750
UD13089859;N;D;42;Direct Mail;662
UD13128566;N;D;45;Direct Mail;531
UD13130125;N;D;45;Email;117
UD13130661;Y;D;39;Email;981
UD13147517;N;D;22;Direct Mail;191
UD13169842;N;D;45;Direct Mail;29
UD13278783;N;D;27;Web;900
UD13278841;N;D;27;Direct Mail;530
UD13292982;Y;D;18;Web;770
UD13307830;N;D;28;Web;117
UD13316856;N;D;27;Direct Mail;891
UD13321120;N;D;28;Direct Mail;752
UD13321146;N;D;28;Email;917
UD13322896;N;D;29;Direct Mail;917
UD13344569;N;D;20;Email;64
UD13356449;N;D;42;Web;700
UD13398490;Y;D;27;Direct Mail;112
UD13410089;N;D;20;Direct Mail;441
UD13412416;N;D;18;Direct Mail;917
UD13432950;Y;D;43;Direct Mail;452
UD13479613;N;D;42;Email;551
UD13483136;Y;D;18;Email;100
UD13502224;N;D;42;Email;152
UD13502661;N;D;20;Email;480
UD13508148;Y;D;20;Direct Mail;730
UD13510367;Y;D;44;Direct Mail;112
UD13524418;N;D;27;Email;32
UD13546205;N;D;27;Direct Mail;331
UD13590229;Y;D;44;Direct Mail;32
UD13613989;N;D;27;Email;191
UD13642434;N;D;23;Direct Mail;117
UD13646575;N;D;46;Email;220
UD13652011;N;D;46;Direct Mail;685
UD13666870;N;D;23;Web;852
UD13670047;Y;D;18;Email;462
UD13672878;N;D;46;Web;481
UD13676291;N;D;20;Direct Mail;38
UD13701917;N;D;44;Email;201
UD13706023;N;D;18;Direct Mail;945
UD13716071;N;D;23;Direct Mail;900
UD13732177;N;D;45;Direct Mail;917
UD13736970;N;D;46;Direct Mail;40
UD13744776;N;D;46;Web;900
UD13746128;N;D;20;Email;30
UD13757612;N;D;20;Email;117
UD13769211;N;D;46;Email;606
UD13780374;N;D;46;Direct Mail;917
UD13807615;Y;D;18;Direct Mail;917
UD13821079;N;D;40;Email;331
UD13825658;N;D;45;Direct Mail;112
UD13849807;N;D;27;Web;117
UD13862701;N;D;40;Direct Mail;482
UD13863550;N;D;22;Email;802
UD13888656;N;D;45;Email;820
UD13898952;N;D;20;Direct Mail;283
UD13899992;N;D;44;Web;926
UD13900634;N;D;40;Email;64
UD13906748;N;D;46;Email;331
UD13909528;Y;D;18;Web;917
UD13910542;N;D;46;Direct Mail;331
UD13922430;N;D;7;Email;917
UD13937776;N;D;44;Web;875
UD13940192;N;D;23;Email;100
UD13940770;Y;D;44;Email;481
UD13942263;N;D;23;Direct Mail;331
UD13943428;N;D;44;Direct Mail;441
UD13997143;N;D;42;Web;500
UD13998851;N;D;42;Email;631
UD14009302;N;D;7;Web;220
UD14016679;N;D;44;Email;800
UD14079420;N;D;44;Direct Mail;117
UD14103303;N;D;46;Email;100
UD14145874;Y;D;18;Direct Mail;981
UD14148365;N;D;23;Email;191
UD14170724;N;D;20;Direct Mail;117
UD14183867;N;D;18;Direct Mail;191
UD14185417;N;D;44;Direct Mail;480
UD14200497;N;D;44;Web;631
UD14242119;N;D;44;Direct Mail;601
UD14270870;Y;D;19;Direct Mail;117
UD14299937;N;D;46;Direct Mail;201
UD14306971;N;D;27;Email;752
UD14316517;N;D;27;Direct Mail;117
UD14321871;Y;D;27;Email;21
UD14342174;N;D;45;Direct Mail;18
UD14352579;N;D;20;Email;100
UD14360317;N;D;44;Email;463
UD14366561;N;D;44;Web;481
UD14368914;N;D;18;Web;100
UD14370738;N;D;18;Email;945
UD14388854;N;D;46;Email;480
UD14427579;N;D;18;Direct Mail;967
UD14459697;N;D;40;Email;900
UD14467161;N;D;27;Email;601
UD14492466;N;D;44;Direct Mail;631
UD14524847;N;D;7;Email;701
UD14528111;N;D;27;Web;945
UD14531966;N;D;27;Web;191
UD14558084;N;D;27;Email;553
UD14566541;N;D;22;Direct Mail;21
UD14621601;N;D;44;Direct Mail;117
UD14637912;N;D;45;Direct Mail;917
UD14653356;N;D;44;Email;982
UD14660989;N;D;44;Web;210
UD14669543;N;D;42;Web;995
UD14693642;N;D;23;Web;331
UD14699508;N;D;23;Direct Mail;295
UD14705164;Y;D;27;Direct Mail;782
UD14713200;N;D;45;Email;600
UD14719280;N;D;44;Direct Mail;441
UD14723290;N;D;44;Email;530
UD14735625;N;D;19;Direct Mail;117
UD14751119;Y;D;45;Web;112
UD14761480;N;D;45;Email;31
UD14778443;N;D;30;Web;604
UD14782924;N;D;29;Direct Mail;117
UD14806269;N;D;45;Direct Mail;117
UD14815708;N;D;55;Direct Mail;208
UD14817597;N;D;55;Email;331
UD14820302;Y;D;44;Direct Mail;968
UD14833438;N;D;44;Email;100
UD14840938;N;D;44;Direct Mail;201
UD14854434;N;D;42;Direct Mail;201
UD14868699;N;D;30;Direct Mail;503
UD14891071;Y;D;22;Direct Mail;394
UD14893887;N;D;42;Email;701
UD14947279;N;D;39;Direct Mail;64
UD14949184;N;D;30;Email;331
UD14963706;N;D;42;Direct Mail;917
UD15004260;N;D;45;Web;152
UD15004575;N;D;45;Email;301
UD15027527;N;D;45;Web;32
UD15034945;N;D;44;Direct Mail;945
UD15035892;N;D;7;Web;32
UD15051352;N;D;41;Web;21
UD15083785;N;D;45;Email;21
UD15109358;N;D;55;Web;38
UD15111461;N;D;30;Direct Mail;731
UD15114200;N;D;55;Email;152
UD15115785;N;D;55;Direct Mail;201
UD15147895;N;D;45;Web;945
UD15190804;N;D;22;Email;352
UD15203458;N;D;30;Email;112
UD15205222;N;D;30;Direct Mail;117
UD15285380;N;D;45;Email;117
UD15333362;N;D;39;Email;481
UD15363948;N;D;45;Email;56
UD15368475;N;D;45;Web;980
UD15369267;N;D;7;Direct Mail;606
UD15468994;N;D;55;Web;303
UD15495799;N;D;39;Direct Mail;294
UD15517477;N;D;55;Email;852
